symbol,name,market,trade_date,close,pct_chg,ma5,ma10,ma20,signals,score,reason
300991,创益通,0,20260302,60.76,-8.494,60.344,55.205,48.4085,强势回调买,2.9932,强势回调买
003031,中瓷电子,0,20260302,80.0,-0.806,79.248,76.669,77.204,强势回调买,2.991,强势回调买
688190,云路股份,1,20260302,112.01,-1.737,112.8,111.016,106.031,强势回调买,2.9899,强势回调买
300670,大烨智能,0,20260302,7.1,-3.27,7.266,7.186,6.986,支撑确认买,2.9882,支撑确认买
600590,泰豪科技,1,20260302,14.53,-4.282,14.428,13.667,12.4905,强势回调买,2.9879,强势回调买
600015,华夏银行,1,20260302,6.78,1.345,6.706,6.679,6.556,强势回调买,2.9856,强势回调买
688017,绿的谐波,1,20260302,227.55,-2.074,233.25,232.703,224.3865,支撑确认买,2.9849,支撑确认买
300140,节能环境,0,20260302,7.68,-0.775,7.616,7.447,7.3975,强势回调买,2.9841,强势回调买
603681,永冠新材,1,20260302,21.5,-2.715,21.71,21.083,20.747,强势回调买,2.9839,强势回调买
600545,卓郎智能,1,20260302,3.35,-2.047,3.326,3.117,2.831,强势回调买,2.9835,强势回调买
300444,双杰电气,0,20260302,15.9,-3.461,16.016,15.426,15.0025,强势回调买,2.9827,强势回调买
600207,安彩高科,1,20260302,5.53,-2.124,5.49,5.427,5.141,强势回调买,2.9814,强势回调买
002021,中捷资源,0,20260302,3.54,-6.101,3.566,3.371,3.278,强势回调买,2.9813,强势回调买
002060,广东建工,0,20260302,3.93,-0.254,3.884,3.828,3.8035,强势回调买,2.9795,强势回调买
300812,易天股份,0,20260302,45.09,-0.945,44.76,39.845,35.097,强势回调买,2.9788,强势回调买
002633,申科股份,0,20260302,18.19,-5.995,18.056,17.484,16.9255,强势回调买,2.9774,强势回调买
601390,中国中铁,1,20260302,6.23,-1.111,6.184,5.852,5.7455,强势回调买,2.9768,强势回调买
